,code,hwlwmc,spfwfljc,desc
163,1010204050000000000,编结用原料,林业产品,包括藤条、柳条、柠条、荆条、桑条、灯心草、菖蒲、葵叶、其他编织用原料。
164,1010204060000000000,染色、鞣革用植物原料,林业产品,包括五倍子、地衣、蓝靛、薯茛、其他染色、鞣革用植物原料。
165,1010204070000000000,野生植物活体,林业产品,包括野生乔木、灌木、草灌木、菌类、以及其他野生植物活体。
166,1010204080000000000,野生植物采集产品,林业产品,包括野生植物根、茎、叶、花、果实、以及其他野生植物采集产品。
167,1010204990000000000,其他林产品,林业产品,未加工天然软木、棕片、竹笋干、黄柏桕、山苍子、桉树叶、其他未列明林产品。
168,1010300000000000000,饲养动物、野生动物及其产品,动物及其产品,指饲养的家畜、家禽、为经济等目的饲养的各种动物、捕获动物以及动物产品，不包括人工养殖的鱼类、虾类、蟹类、贝类等（详见10104）。
169,1010301000000000000,活牲畜,活牲畜,指为某种用途所饲养的家畜、包括菜畜、奶牛和役畜。
170,1010301010000000000,猪,活牲畜,包括种猪、仔猪、中猪、能繁殖母猪、其他活猪。
171,1010301020000000000,牛,活牲畜,包括种牛、黄牛、水牛、奶牛、牦牛、牛犊、能繁殖母牛、其他活牛。
172,1010301030000000000,马,活牲畜,包括种马、马驹、其他活马。
173,1010301040000000000,驴,活牲畜,包括种驴、其他驴。
174,1010301050000000000,骡,活牲畜,
175,1010301060000000000,羊,活牲畜,包括绵羊、山羊、能繁殖母羊、羔羊等。
176,1010301070000000000,骆驼,活牲畜,
177,1010301990000000000,其他活牲畜,活牲畜,
178,1010302000000000000,活家禽,活家禽,指主要用于食用的活家禽。
179,1010302010000000000,活鸡,活家禽,包括蛋鸡、雏鸡、肉鸡、其他活鸡。
180,1010302020000000000,活鸭,活家禽,包括雏鸭、成鸭。
181,1010302030000000000,活鹅,活家禽,包括雏鹅、成鹅。
182,1010302990000000000,其他活家禽,活家禽,包括鸽子、鸵鸟、野鸭、鹌鹑、其他未列明活家禽。
183,1010303000000000000,畜禽产品,畜禽产品,
184,1010303010000000000,生奶,畜禽产品,指未经过消毒和杀菌的奶。包括生牛奶、生羊奶、生马奶等。
185,1010303020000000000,禽蛋,畜禽产品,指未加工的带壳鲜禽蛋。
186,1010303020100000000,鸡蛋,畜禽产品,
187,1010303020200000000,鸭蛋,畜禽产品,
188,1010303020300000000,鹅蛋,畜禽产品,
189,1010303020400000000,鹌鹑蛋,畜禽产品,又名鹑鸟蛋。
190,1010303029900000000,其他禽蛋,畜禽产品,
191,1010303030000000000,天然蜂蜜及副产品,畜禽产品,天然蜂蜜、蜂蜡、鲜蜂王浆、其他天然蜂蜜及副产品。
192,1010303030100000000,天然蜂蜜,畜禽产品,
193,1010303030200000000,蜂蜡,畜禽产品,蜂蜡是工蜂腹部下面四对蜡腺分泌的物质。
194,1010303030300000000,鲜蜂王浆,畜禽产品,又称蜂皇浆、蜂王乳等、是工蜂的一种分泌物、喂蜂后的食物。
195,1010303039900000000,其他天然蜂蜜及副产品,畜禽产品,
196,1010303040000000000,蚕茧,畜禽产品,指适于缫丝的丝茧。包括桑蚕茧、柞蚕茧、蓖麻蚕茧、其他蚕茧。
197,1010303050000000000,动物毛类,畜禽产品,指未梳毛。包括绵羊毛、山羊毛、山羊粗毛、牦牛毛、兔毛、骆驼毛、马毛、其他动物毛类。
198,1010303060000000000,生皮,畜禽产品,指经简单干燥的整张动物生皮、包括整张生牛皮、整张绵羊生皮、整张山羊生皮、整张生猪皮、整张生马皮、整张爬行动物皮、其他生皮，不包括生毛皮（详见101030307）、半成品革（详见1040301）。
199,1010303070000000000,生毛皮,畜禽产品,指未经鞣制或硝制的整张动物毛皮、整张羔羊生毛皮、整张水貂生毛皮、整张狐生毛皮、整张兔生毛皮、其他生毛皮，不包括生皮（详见101030306）、鞣制毛皮（详见104030601）。
200,1010303080000000000,制刷用兽毛,畜禽产品,包括猪鬃、制刷用山羊毛、其他制刷用兽毛、猪鬃、猪毛及其废料。
201,1010303090000000000,麝香,畜禽产品,为雄麝的肚脐和生殖器之间的腺囊的分泌物、干燥后呈颗粒状或块状。
202,1010303100000000000,鹿茸,畜禽产品,雄鹿没有长成硬骨时、带茸毛、含血液的嫩角。
203,1010303110000000000,燕窝,畜禽产品,又称燕菜、燕根、燕蔬菜、为雨燕科动物金丝燕及多种同属燕类用唾液与绒羽等混合凝结所筑成的巢窝。
204,1010303990000000000,其他畜禽产品,畜禽产品,
205,1010304000000000000,野生动物禽类,野生动物,
206,1010304010000000000,野生动物,野生动物,是指生存于自然状态下、野外环境生长繁殖的动物。包括野兔、狐狸、其他野生动物。
207,1010304020000000000,野生鸟类,野生动物,包括水禽、雉鸡、野鸡、其他野生鸟类。
208,1010304990000000000,其他野生动物,野生动物,
209,1010399000000000000,其他饲养动物,野生动物,包括人工饲养或野生的其他珍禽动物。
210,1010400000000000000,海水养殖、捕捞产品,海水产品,包括海水养殖产品和海水捕捞产品。
211,1010401000000000000,海水鱼,海水产品,包括大黄鱼、小黄鱼、带鱼、鳓鱼、比目鱼、金枪鱼、鳕鱼、沙丁鱼、鲑鱼、大马哈鱼、角鲨、相关鲨鱼、海鳗、鳀鱼、鲳鱼、鲱鱼、石斑鱼、蓝圆鲹、白姑鱼、黄姑鱼、梅童鱼、方头鱼、玉筋鱼、梭鱼、鲻鱼、鲐鱼、鲅鱼、马面鲀、竹荚鱼等。
212,1010402000000000000,海水虾,海水产品,包括龙虾、斑节对虾、中国对虾、日本对虾、毛虾、虾蛄、鹰爪虾等。
213,1010403000000000000,海水蟹,海水产品,包括梭子蟹、青蟹等。
214,1010404000000000000,海水贝类,海水产品,包括牡蛎、扇贝、贻贝、江珧、鲍、螺、蚶、蛤、蛏等。
215,1010405000000000000,海水藻类,海水产品,包括裙带菜、江蓠、麒麟菜、石花菜、羊栖菜、苔菜、其他藻类，不包括海带和紫菜（详见101011211）。
216,1010406000000000000,海水软体水生动物,海水产品,包括墨鱼、鱿鱼、沙蚕等。
217,1010407000000000000,海水产品种苗,海水产品,包括鱼苗、虾种苗、蟹苗、贝类种苗、藻类育苗等。
218,1010499000000000000,其他海水产品,海水产品,包括海参、海胆、珍珠、海蜇等。
219,1010500000000000000,淡水养殖产品、捕捞产品,淡水产品,包括淡水养殖产品和捕捞产品。
220,1010501000000000000,淡水鱼,淡水产品,包括淡水观赏鱼、淡水鳟鱼、淡水鳗鲡、淡水鲤鱼、淡水草鱼、淡水鳙鱼、淡水鲟鱼、淡水罗非鱼、淡水河鲀、淡水青鱼、淡水鲢鱼、淡水鲫鱼、淡水鳊鲂、淡水鲶鱼、淡水鮰鱼、淡水黄颡鱼、淡水鲑鱼、淡水池沼公鱼、淡水银鱼、淡水短盖巨脂鲤、淡水长吻鮠、淡水黄鳝、淡水鳜鱼、淡水鲈鱼、淡水乌鳢、淡水泥鳅等。
221,1010502000000000000,淡水虾,淡水产品,包括淡水罗氏沼虾、淡水青虾、淡水克氏原鳌虾、淡水南美白对虾等。
222,1010503000000000000,淡水蟹,淡水产品,包括淡水蟹、华绒毛蟹等。
223,1010504000000000000,淡水贝类,淡水产品,包括淡水蚌、淡水螺、淡水蚬等。
224,1010505000000000000,淡水藻类,淡水产品,
225,1010506000000000000,淡水鲜软体动物,淡水产品,包括水生无脊椎动物、蜗牛、螺、河蚌、蚬、其他淡水鲜软体动物、包括活、鲜、冷、冻、干、盐腌或盐渍蜗牛。
226,1010507000000000000,淡水产品种苗,淡水产品,包括淡水鱼苗、淡水虾苗、淡水蟹种苗、淡水贝壳种苗、淡水藻类种苗、其他淡水产品种苗。
227,1010599000000000000,其他淡水产品,淡水产品,包括淡水龟、淡水鳖、淡水蛙、淡水珍珠、丰年虫、其他未列明淡水产品。
228,1020000000000000000,矿产品,矿产品,
229,1020100000000000000,煤炭采选产品,煤炭,指经过验收、符合质量标准（即绝对干燥灰分在40%以下）的原煤；对于绝对灰分在40%～60%之间的低质煤、如有固定销售对象、亦应计入原煤产量；不符合上述标准的列入煤炭低热值产品。
230,1020101000000000000,原煤,原煤,原煤是指矿产采掘出的毛煤经拣选去掉矸石、黄铁矿等杂质后的煤，包括褐煤、烟煤、无烟煤等。
231,1020102000000000000,洗煤,选煤,选煤是指利用煤炭与其他矿物质的不同物理、物理-化学性质，去除原煤中杂质，并分成不同质量、规格的产品，包括精煤、块煤、混煤、中煤、末煤、粉煤、煤泥等。
232,1020103000000000000,石煤,石煤,
233,1020199000000000000,其他煤炭采选产品（低热值燃料）,煤炭,包括风化煤、煤矸石、洗矸、其他煤矸石、煤炭低热值燃料（指不属于原煤、灰分一般在40%以上的低热值燃料）、其他未列明煤炭采选产品。
234,1020200000000000000,石油和天然气开采产品,石油天然气开采品,
235,1020201000000000000,原油,原油,指直接从油井中开采出来未加工的石油、是一种由各种烃类组成的黑褐色或暗绿色黏稠液态或半固态的可燃物质。地壳上层部分地区有石油储存。它由不同的碳氢化合物混合组成、其主要组成成分是烷烃、此外石油中还含硫、氧、氮、磷、钒等元素。可溶于多种有机溶剂、不溶于水、但可与水形成乳状液。按密度范围分为轻质原油、中质原油和重质原油。
236,1020201010000000000,天然原油,原油,指各种碳氢化合物的复杂混合物、通常是暗褐色或者是黑色的液体、也有少数原油呈黄色、淡红色或淡褐色。
237,1020201020000000000,沥青矿原油,原油,指从沥青矿中提取的原油
238,1020201030000000000,稳定轻烃,原油,仅包括油气田企业在生产石油、天然气过程中，通过加热、增压、冷却、制冷等方法回收、以戊烷和以上重烃组分组成的稳定轻烃。
239,1020202000000000000,天然气,天然气,指以气态碳氢化合物为主的各种气体组成的混合物。由有机物质经生物化学作用分解而成、或与石油共存于岩石的裂缝和空洞中、或以溶解状态存在于地下水中，主要成分是甲烷、乙烷、丙烷和丁烷。
240,1020203000000000000,液化天然气,液化天然气,主要以二次加工的气体为原料、经分离、脱硫精制而成。
241,1020204000000000000,煤层气,煤层气,也称煤成气，主要存在于煤矿的伴生气体、是热值高、无污染的新能源、可以用来发电、用作工业燃料、化工原料和居民生活燃料。
242,1020205000000000000,天然气水合物,天然气水合物,指水和天然气在高压和低温条件下混合时产生的一种固态物质，外貌极像冰雪或固体酒精，点火即可燃烧，有“可燃水”、“气冰”、“固体瓦斯”之称。天然气水合物是一种新型高效能源，其成分与人们平时所使用的天然气成分相近，但更为纯净，开采时只需将固体的“天然气水合物”升温减压即可释放出大量的甲烷气体。
243,1020206000000000000,油页岩,油页岩,一种高灰分的含可燃有机质的沉积岩，和煤的主要区别是灰分超过40%，与碳质页岩的主要区别是含油率大于3.5%。油页岩经低温干馏可以得到页岩油、页岩油类似原油，可以制成汽油、柴油或作为燃料油。单独成藏外，油页岩还经常与煤形成伴生矿藏、一起被开采出来。
244,1020206010000000000,沥青页岩,油页岩,天然沥青储藏在地下，有的形成矿层或在地壳表面堆积。
245,1020206020000000000,油母页岩,油页岩,
246,1020206030000000000,焦（重）油砂,油砂,一种黏土、水、石油和沥青的混合物，胶状黑色物质，可以用来产生液体燃料。
247,1020206040000000000,页岩气,页岩气,页岩气是指赋存于富有机质泥页岩及其夹层中，以吸附或游离状态为主要存在方式的非常规天然气。
248,1020206050000000000,天然沥青,天然沥青,天然沥青储藏在地下，有的形成矿层或在地壳表面堆积。
249,1020206990000000000,其他油页岩,油页岩,
250,1020300000000000000,黑色金属矿石,黑色金属矿石,根据金属元素的性质和用途将其分为黑色金属矿产，如铁矿石、锰矿等。
251,1020301000000000000,铁矿石,铁矿石,包括原矿（磁铁矿石、赤铁矿石、褐铁矿石、菱铁矿石、多金属矿）、铁矿石成品矿（炼钢块矿石、炼铁块矿石、铁富粉矿石、铁精矿）、人造富铁矿（烧结铁矿石、球团铁矿石、其他人造富铁矿）等
252,1020301010000000000,铁原矿,铁原矿,包括磁铁矿石、赤铁矿石、褐铁矿石、菱铁矿石、多金属矿石铁。
253,1020301020000000000,铁选矿,铁选矿,包括铁精矿、炼钢块矿石、炼铁块矿石、铁富粉矿石，其中铁精矿包括磁铁矿精矿、赤铁矿精矿、褐铁矿精矿、菱铁矿精矿、多金属铁精矿。
254,1020301030000000000,人造富铁矿,人造富铁矿,包括烧结铁矿石、球团铁矿石、其他人造富铁矿等。
255,1020302000000000000,锰矿石,锰矿石,包括锰矿石原矿石、锰矿石成品矿石、锰矿石（锰块矿石、锰粉矿）、人造富锰矿（烧结锰矿石、球团锰矿石、焙烧锰矿石、富锰渣）等。
256,1020302010000000000,锰原矿,锰原矿,包括碳酸锰矿石、氧化锰矿石、其他锰矿石。
257,1020302020000000000,锰选矿,锰选矿,包括碳酸锰精矿、氧化锰精矿、其它锰精矿、炼铁锰块矿、炼钢锰块矿、锰粉矿。
258,1020302030000000000,人造富锰矿,人造富锰矿,包括富锰渣、烧结锰矿、球团锰矿、焙烧锰矿。
259,1020303000000000000,铬矿石,铬矿石,包括铬矿石原矿石、铬矿石成品矿（富铬块矿石、铬精矿）、人造富铬矿（烧结球团铬矿石、预还原球团铬矿石、其他人造富铬矿）等
260,1020303010000000000,铬原矿,铬原矿,铬矿石原矿石。
261,1020303020000000000,铬选矿,铬选矿,富铬块矿石、铬精矿。
262,1020303030000000000,人造富铬矿,人造富铬矿,烧结球团铬矿石、预还原球团铬矿石、其他人造富铬矿等。
263,1020400000000000000,有色金属矿石,有色金属矿石,
264,1020401000000000000,常用有色金属矿石,有色金属矿石,
265,1020401010000000000,铜矿石,铜矿石,
266,1020401010100000000,铜原矿,铜原矿,
267,1020401010200000000,铜精矿,铜精矿,
268,1020401020000000000,铅锌矿石,铅锌矿石,
269,1020401020100000000,铅锌原矿,铅锌原矿,
270,1020401020200000000,铅精矿,铅精矿,
271,1020401020300000000,锌精矿,锌精矿,
272,1020401020400000000,铅锌精矿,铅锌精矿,
273,1020401030000000000,镍矿石,镍矿石,
274,1020401030100000000,镍原矿,镍原矿,
275,1020401030200000000,镍精矿,镍精矿,
276,1020401040000000000,钴矿石,钴矿石,
277,1020401040100000000,钴原矿,钴原矿,
278,1020401040200000000,钴精矿,钴精矿,
279,1020401050000000000,锡矿石,锡矿石,
280,1020401050100000000,锡原矿,锡原矿,
281,1020401050200000000,锡精矿,锡精矿,
282,1020401060000000000,锑矿石,锑矿石,
283,1020401060100000000,锑原矿,锑原矿,
284,1020401060200000000,锑精矿,锑精矿,
285,1020401070000000000,铝土矿,铝土矿,
286,1020401080000000000,镁矿石,镁矿石,
287,1020401080100000000,镁原矿,镁原矿,
